E,LDOS
 -0.66933333333333334      ,  0.11616118863820764     
 -0.66880000000000006      ,  0.11644450844602228     
 -0.66826666666666668      ,  0.11672903262065328     
 -0.66773333333333340      ,  0.11701476845425053     
 -0.66720000000000002      ,  0.11730172329603269     
 -0.66666666666666674      ,  0.11758990455283284     
 -0.66613333333333336      ,  0.11787931968965153     
 -0.66559999999999997      ,  0.11816997623021445     
 -0.66506666666666669      ,  0.11846188175753906     
 -0.66453333333333342      ,  0.11875504391450412     
 -0.66400000000000003      ,  0.11904947040442879     
 -0.66346666666666665      ,  0.11934516899165547     
 -0.66293333333333337      ,  0.11964214750214368     
 -0.66240000000000010      ,  0.11994041382406498     
 -0.66186666666666671      ,  0.12023997590840953     
 -0.66133333333333333      ,  0.12054084176959676     
 -0.66080000000000005      ,  0.12084301948609477     
 -0.66026666666666667      ,  0.12114651720104530     
 -0.65973333333333339      ,  0.12145134312289850     
 -0.65920000000000001      ,  0.12175750552605015     
 -0.65866666666666673      ,  0.12206501275149248     
 -0.65813333333333335      ,  0.12237387320746786     
 -0.65759999999999996      ,  0.12268409537013177     
 -0.65706666666666669      ,  0.12299568778422380     
 -0.65653333333333341      ,  0.12330865906374538     
 -0.65600000000000003      ,  0.12362301789264644     
 -0.65546666666666664      ,  0.12393877302552048     
 -0.65493333333333337      ,  0.12425593328830445     
 -0.65440000000000009      ,  0.12457450757899342     
 -0.65386666666666671      ,  0.12489450486835602     
 -0.65333333333333332      ,  0.12521593420066349     
 -0.65280000000000005      ,  0.12553880469442547     
 -0.65226666666666666      ,  0.12586312554313589     
 -0.65173333333333339      ,  0.12618890601602389     
 -0.65120000000000000      ,  0.12651615545881978     
 -0.65066666666666673      ,  0.12684488329452340     
 -0.65013333333333334      ,  0.12717509902418697     
 -0.64960000000000007      ,  0.12750681222770513     
 -0.64906666666666668      ,  0.12784003256461260     
 -0.64853333333333341      ,  0.12817476977489553     
 -0.64800000000000002      ,  0.12851103367980879     
 -0.64746666666666663      ,  0.12884883418270485     
 -0.64693333333333336      ,  0.12918818126987291     
 -0.64640000000000009      ,  0.12952908501138710     
 -0.64586666666666670      ,  0.12987155556196528     
 -0.64533333333333331      ,  0.13021560316183831     
 -0.64480000000000004      ,  0.13056123813763049     
 -0.64426666666666677      ,  0.13090847090324939     
 -0.64373333333333338      ,  0.13125731196078730     
 -0.64319999999999999      ,  0.13160777190143436     
 -0.64266666666666672      ,  0.13195986140640023     
 -0.64213333333333333      ,  0.13231359124785014     
 -0.64160000000000006      ,  0.13266897228985156     
 -0.64106666666666667      ,  0.13302601548933041     
 -0.64053333333333340      ,  0.13338473189704156     
 -0.64000000000000001      ,  0.13374513265855056     
 -0.63946666666666674      ,  0.13410722901522604     
 -0.63893333333333335      ,  0.13447103230524704     
 -0.63840000000000008      ,  0.13483655396462055     
 -0.63786666666666669      ,  0.13520380552821248     
 -0.63733333333333342      ,  0.13557279863079133     
 -0.63680000000000003      ,  0.13594354500808584     
 -0.63626666666666676      ,  0.13631605649785353     
 -0.63573333333333337      ,  0.13669034504096517     
 -0.63519999999999999      ,  0.13706642268250127     
 -0.63466666666666671      ,  0.13744430157286211     
 -0.63413333333333344      ,  0.13782399396889333     
 -0.63360000000000005      ,  0.13820551223502461     
 -0.63306666666666667      ,  0.13858886884442184     
 -0.63253333333333339      ,  0.13897407638015558     
 -0.63200000000000001      ,  0.13936114753638276     
 -0.63146666666666673      ,  0.13975009511954617     
 -0.63093333333333335      ,  0.14014093204958450     
 -0.63040000000000007      ,  0.14053367136116118     
 -0.62986666666666669      ,  0.14092832620491025     
 -0.62933333333333341      ,  0.14132490984869323     
 -0.62880000000000003      ,  0.14172343567887655     
 -0.62826666666666675      ,  0.14212391720162276     
 -0.62773333333333337      ,  0.14252636804420057     
 -0.62720000000000009      ,  0.14293080195630933     
 -0.62666666666666671      ,  0.14333723281142241     
 -0.62613333333333343      ,  0.14374567460814691     
 -0.62560000000000004      ,  0.14415614147160202     
 -0.62506666666666666      ,  0.14456864765481370     
 -0.62453333333333338      ,  0.14498320754012886     
 -0.62400000000000011      ,  0.14539983564064796     
 -0.62346666666666672      ,  0.14581854660167509     
 -0.62293333333333334      ,  0.14623935520218809     
 -0.62240000000000006      ,  0.14666227635632839     
 -0.62186666666666668      ,  0.14708732511490769     
 -0.62133333333333340      ,  0.14751451666693835     
 -0.62080000000000002      ,  0.14794386634118167     
 -0.62026666666666674      ,  0.14837538960771543     
 -0.61973333333333336      ,  0.14880910207952619     
 -0.61920000000000008      ,  0.14924501951411795     
 -0.61866666666666670      ,  0.14968315781514535     
 -0.61813333333333342      ,  0.15012353303406814     
 -0.61760000000000004      ,  0.15056616137182646     
 -0.61706666666666665      ,  0.15101105918053903     
 -0.61653333333333338      ,  0.15145824296522592     
 -0.61600000000000010      ,  0.15190772938555114     
 -0.61546666666666672      ,  0.15235953525759130     
 -0.61493333333333333      ,  0.15281367755562669     
 -0.61440000000000006      ,  0.15327017341395716     
 -0.61386666666666678      ,  0.15372904012874161     
 -0.61333333333333340      ,  0.15419029515986574     
 -0.61280000000000001      ,  0.15465395613282917     
 -0.61226666666666674      ,  0.15512004084066353     
 -0.61173333333333335      ,  0.15558856724587450     
 -0.61120000000000008      ,  0.15605955348241088     
 -0.61066666666666669      ,  0.15653301785765922     
 -0.61013333333333342      ,  0.15700897885446907     
 -0.60960000000000003      ,  0.15748745513320173     
 -0.60906666666666665      ,  0.15796846553381055     
 -0.60853333333333337      ,  0.15845202907794895     
 -0.60800000000000010      ,  0.15893816497110663     
 -0.60746666666666671      ,  0.15942689260477766     
 -0.60693333333333332      ,  0.15991823155865484     
 -0.60640000000000005      ,  0.16041220160285871     
 -0.60586666666666678      ,  0.16090882270019560     
 -0.60533333333333339      ,  0.16140811500844660     
 -0.60480000000000000      ,  0.16191009888269028     
 -0.60426666666666673      ,  0.16241479487765639     
 -0.60373333333333334      ,  0.16292222375011406     
 -0.60320000000000007      ,  0.16343240646129151     
 -0.60266666666666668      ,  0.16394536417933325     
 -0.60213333333333341      ,  0.16446111828178853     
 -0.60160000000000002      ,  0.16497969035813703     
 -0.60106666666666664      ,  0.16550110221234995     
 -0.60053333333333336      ,  0.16602537586548763     
 -0.60000000000000009      ,  0.16655253355833333     
 -0.59946666666666670      ,  0.16708259775406697     
 -0.59893333333333332      ,  0.16761559114097432     
 -0.59840000000000004      ,  0.16815153663519561     
 -0.59786666666666677      ,  0.16869045738351682     
 -0.59733333333333338      ,  0.16923237676619651     
 -0.59680000000000000      ,  0.16977731839983648     
 -0.59626666666666672      ,  0.17032530614029259     
 -0.59573333333333334      ,  0.17087636408562951     
 -0.59519999999999995      ,  0.17143051657911648     
 -0.59466666666666668      ,  0.17198778821226676     
 -0.59413333333333340      ,  0.17254820382792341     
 -0.59360000000000002      ,  0.17311178852338818     
 -0.59306666666666663      ,  0.17367856765359704     
 -0.59253333333333336      ,  0.17424856683434212     
 -0.59200000000000008      ,  0.17482181194554136     
 -0.59146666666666670      ,  0.17539832913455594     
 -0.59093333333333331      ,  0.17597814481955765     
 -0.59040000000000004      ,  0.17656128569294410     
 -0.58986666666666665      ,  0.17714777872480875     
 -0.58933333333333338      ,  0.17773765116645635     
 -0.58879999999999999      ,  0.17833093055397628     
 -0.58826666666666672      ,  0.17892764471186803     
 -0.58773333333333333      ,  0.17952782175671766     
 -0.58720000000000006      ,  0.18013149010093438     
 -0.58666666666666667      ,  0.18073867845654010     
 -0.58613333333333340      ,  0.18134941583901473     
 -0.58560000000000001      ,  0.18196373157120696     
 -0.58506666666666662      ,  0.18258165528729300     
 -0.58453333333333335      ,  0.18320321693680522     
 -0.58400000000000007      ,  0.18382844678871729     
 -0.58346666666666669      ,  0.18445737543559254     
 -0.58293333333333330      ,  0.18509003379779435     
 -0.58240000000000003      ,  0.18572645312776415     
 -0.58186666666666664      ,  0.18636666501436253     
 -0.58133333333333337      ,  0.18701070138727668     
 -0.58079999999999998      ,  0.18765859452149916     
 -0.58026666666666671      ,  0.18831037704186926     
 -0.57973333333333332      ,  0.18896608192769454     
 -0.57920000000000005      ,  0.18962574251743314     
 -0.57866666666666666      ,  0.19028939251345781     
 -0.57813333333333339      ,  0.19095706598688675     
 -0.57760000000000000      ,  0.19162879738249933     
 -0.57706666666666673      ,  0.19230462152371622     
 -0.57653333333333334      ,  0.19298457361766971     
 -0.57600000000000007      ,  0.19366868926034617     
 -0.57546666666666668      ,  0.19435700444181217     
 -0.57493333333333330      ,  0.19504955555152456     
 -0.57440000000000002      ,  0.19574637938371919     
 -0.57386666666666675      ,  0.19644751314289352     
 -0.57333333333333336      ,  0.19715299444936910     
 -0.57279999999999998      ,  0.19786286134494493     
 -0.57226666666666670      ,  0.19857715229864409     
 -0.57173333333333332      ,  0.19929590621254875     
 -0.57120000000000004      ,  0.20001916242772858     
 -0.57066666666666666      ,  0.20074696073026926     
 -0.57013333333333338      ,  0.20147934135739207     
 -0.56960000000000000      ,  0.20221634500367783     
 -0.56906666666666672      ,  0.20295801282738643     
 -0.56853333333333333      ,  0.20370438645688513     
 -0.56800000000000006      ,  0.20445550799717430     
 -0.56746666666666667      ,  0.20521142003652829     
 -0.56693333333333340      ,  0.20597216565323412     
 -0.56640000000000001      ,  0.20673778842245349     
 -0.56586666666666674      ,  0.20750833242318328     
 -0.56533333333333335      ,  0.20828384224534510     
 -0.56479999999999997      ,  0.20906436299698045     
 -0.56426666666666669      ,  0.20984994031157073     
 -0.56373333333333342      ,  0.21064062035547754     
 -0.56320000000000003      ,  0.21143644983550755     
 -0.56266666666666665      ,  0.21223747600659876     
 -0.56213333333333337      ,  0.21304374667964315     
 -0.56159999999999999      ,  0.21385531022943485     
 -0.56106666666666671      ,  0.21467221560275138     
 -0.56053333333333333      ,  0.21549451232657435     
 -0.56000000000000005      ,  0.21632225051644563     
 -0.55946666666666667      ,  0.21715548088496706     
 -0.55893333333333339      ,  0.21799425475044401     
 -0.55840000000000001      ,  0.21883862404567322     
 -0.55786666666666673      ,  0.21968864132688390     
 -0.55733333333333335      ,  0.22054435978282924     
 -0.55680000000000007      ,  0.22140583324403554     
 -0.55626666666666669      ,  0.22227311619220541     
 -0.55573333333333341      ,  0.22314626376979099     
 -0.55520000000000003      ,  0.22402533178972298     
 -0.55466666666666675      ,  0.22491037674531356     
 -0.55413333333333337      ,  0.22580145582033168     
 -0.55360000000000009      ,  0.22669862689924775     
 -0.55306666666666671      ,  0.22760194857766289     
 -0.55253333333333332      ,  0.22851148017291617     
 -0.55200000000000005      ,  0.22942728173487992     
 -0.55146666666666677      ,  0.23034941405694309     
 -0.55093333333333339      ,  0.23127793868718818     
 -0.55040000000000000      ,  0.23221291793976570     
 -0.54986666666666673      ,  0.23315441490646804     
 -0.54933333333333345      ,  0.23410249346851164     
 -0.54879999999999995      ,  0.23505721830852611     
 -0.54826666666666668      ,  0.23601865492275534     
 -0.54773333333333341      ,  0.23698686963348245     
 -0.54720000000000002      ,  0.23796192960166909     
 -0.54666666666666663      ,  0.23894390283982886     
 -0.54613333333333336      ,  0.23993285822512764     
 -0.54560000000000008      ,  0.24092886551272352     
 -0.54506666666666670      ,  0.24193199534934409     
 -0.54453333333333331      ,  0.24294231928711515     
 -0.54400000000000004      ,  0.24395990979763507     
 -0.54346666666666676      ,  0.24498484028631065     
 -0.54293333333333338      ,  0.24601718510695242     
 -0.54239999999999999      ,  0.24705701957663589     
 -0.54186666666666672      ,  0.24810441999083979     
 -0.54133333333333344      ,  0.24915946363886157     
 -0.54080000000000006      ,  0.25022222881951373     
 -0.54026666666666667      ,  0.25129279485711670     
 -0.53973333333333340      ,  0.25237124211778428     
 -0.53920000000000001      ,  0.25345765202601472     
 -0.53866666666666674      ,  0.25455210708158887     
 -0.53813333333333335      ,  0.25565469087678638     
 -0.53760000000000008      ,  0.25676548811392536     
 -0.53706666666666669      ,  0.25788458462322916     
 -0.53653333333333331      ,  0.25901206738103194     
 -0.53600000000000003      ,  0.26014802452832897     
 -0.53546666666666676      ,  0.26129254538967661     
 -0.53493333333333337      ,  0.26244572049245379     
 -0.53439999999999999      ,  0.26360764158648858     
 -0.53386666666666671      ,  0.26477840166406058     
 -0.53333333333333344      ,  0.26595809498028733     
 -0.53280000000000005      ,  0.26714681707390070     
 -0.53226666666666667      ,  0.26834466478842506     
 -0.53173333333333339      ,  0.26955173629376267     
 -0.53120000000000001      ,  0.27076813110820097     
 -0.53066666666666673      ,  0.27199395012084016     
 -0.53013333333333335      ,  0.27322929561446785     
 -0.52960000000000007      ,  0.27447427128886603     
 -0.52906666666666669      ,  0.27572898228459403     
 -0.52853333333333330      ,  0.27699353520721448     
 -0.52800000000000002      ,  0.27826803815201751     
 -0.52746666666666675      ,  0.27955260072922306     
 -0.52693333333333336      ,  0.28084733408967816     
 -0.52639999999999998      ,  0.28215235095107549     
 -0.52586666666666670      ,  0.28346776562468373     
 -0.52533333333333343      ,  0.28479369404261684     
 -0.52480000000000004      ,  0.28613025378564699     
 -0.52426666666666666      ,  0.28747756411157682     
 -0.52373333333333338      ,  0.28883574598417905     
 -0.52320000000000000      ,  0.29020492210273013     
 -0.52266666666666672      ,  0.29158521693212680     
 -0.52213333333333334      ,  0.29297675673362622     
 -0.52160000000000006      ,  0.29437966959620537     
 -0.52106666666666668      ,  0.29579408546856578     
 -0.52053333333333329      ,  0.29722013619178345     
 -0.52000000000000002      ,  0.29865795553263996     
 -0.51946666666666674      ,  0.30010767921763504     
 -0.51893333333333336      ,  0.30156944496770083     
 -0.51839999999999997      ,  0.30304339253362927     
 -0.51786666666666670      ,  0.30452966373225010     
 -0.51733333333333342      ,  0.30602840248334601     
 -0.51680000000000004      ,  0.30753975484734575     
 -0.51626666666666665      ,  0.30906386906380884     
 -0.51573333333333338      ,  0.31060089559071130     
 -0.51519999999999999      ,  0.31215098714456591     
 -0.51466666666666672      ,  0.31371429874138507     
 -0.51413333333333333      ,  0.31529098773851127     
 -0.51360000000000006      ,  0.31688121387734070     
 -0.51306666666666667      ,  0.31848513932695161     
 -0.51253333333333329      ,  0.32010292872866863     
 -0.51200000000000001      ,  0.32173474924157791     
 -0.51146666666666674      ,  0.32338077058902631     
 -0.51093333333333335      ,  0.32504116510611736     
 -0.51039999999999996      ,  0.32671610778823679     
 -0.50986666666666669      ,  0.32840577634062840     
 -0.50933333333333342      ,  0.33011035122905052     
 -0.50880000000000003      ,  0.33183001573153581     
 -0.50826666666666664      ,  0.33356495599128011     
 -0.50773333333333337      ,  0.33531536107069754     
 -0.50720000000000010      ,  0.33708142300665966     
 -0.50666666666666671      ,  0.33886333686695946     
 -0.50613333333333332      ,  0.34066130080801849     
 -0.50560000000000005      ,  0.34247551613387867     
 -0.50506666666666666      ,  0.34430618735650836     
 -0.50453333333333328      ,  0.34615352225745522     
 -0.50400000000000000      ,  0.34801773195087560     
 -0.50346666666666673      ,  0.34989903094799063     
 -0.50293333333333334      ,  0.35179763722298107     
 -0.50239999999999996      ,  0.35371377228038337     
 -0.50186666666666668      ,  0.35564766122400698     
 -0.50133333333333341      ,  0.35759953282742368     
 -0.50080000000000002      ,  0.35956961960606287     
 -0.50026666666666664      ,  0.36155815789095286     
 -0.49973333333333336      ,  0.36356538790416126     
 -0.49920000000000003      ,  0.36559155383596986     
 -0.49866666666666670      ,  0.36763690392382659     
 -0.49813333333333337      ,  0.36970169053313673     
